9,8105,1
9,8136,1
9,8535,2
9,8611,2
9,8673,1
9,8832,1
9,9046,1
9,9103,1
9,9152,2
9,9447,1
9,9711,2
9,9741,2
9,10141,1
9,10225,2
9,10294,2
9,10393,1
9,10411,1
9,10497,1
9,10549,1
9,10575,2
9,10797,1
9,10878,1
9,10914,2
9,10954,2
9,11127,1
9,11146,1
9,11289,1
9,11319,1
10,11,354
10,13,354
10,19,2
10,30,135
10,70,2
10,99,116
10,117,8
10,170,148
10,920,16
10,2715,5
10,4497,2
10,4553,2
11,13,354
11,30,82
11,99,70
11,117,6
11,170,146
11,920,16
11,4497,2
11,4553,2
13,30,82
13,99,70
13,117,6
13,170,146
13,920,16
13,4497,2
13,4553,2
14,91,4
14,101,16
14,185,2
14,189,20
14,220,13
14,313,5
14,362,3
14,366,9
14,389,11
14,413,2
14,418,4
14,453,5
14,599,2
14,656,4
14,827,12
14,859,2
14,866,7
14,872,1
14,1072,2
14,1102,2
14,1243,2
14,1332,7
14,2553,2
14,2736,4
14,2783,2
14,2798,3
14,3837,1
14,4362,2
14,4379,2
14,4757,2
14,5087,1
14,5118,2
14,5197,1
14,5735,1
14,6657,2
14,6715,2
14,7000,1
14,7102,1
14,8417,1
14,8434,2
14,8623,2
14,8725,1
14,9635,2
14,10790,1
14,10863,2
14,11083,1
15,46,1
15,56,1
15,82,2
15,476,1
15,793,2
15,855,3
15,991,4
15,1006,1
15,1165,1
15,1462,1
15,2643,1
15,3272,1
15,4439,3
15,5726,1
15,6646,2
15,7372,1
15,8069,2
15,10236,1
16,53,6
16,73,1
16,75,1
16,98,60
16,108,2
16,112,3
16,114,65
16,124,10
16,178,2
16,210,1
16,380,8
16,385,16
16,425,8
16,440,2
16,464,2
16,518,2
16,587,20
16,597,4
16,630,6
16,682,7
16,736,23
16,806,2
16,848,2
16,893,8
16,941,18
16,1070,6
16,1110,6
16,1127,8
16,1150,2
16,1218,1
16,1230,6
16,1256,2
16,1265,2
16,1266,14
16,1356,11
16,1440,1
16,1457,1
16,1530,2
16,1764,9
16,1786,5
16,1877,4
16,1913,4
16,2026,3
16,2032,4
16,2226,8
16,2345,2
16,2363,2
16,2383,2
16,2449,6
16,2500,5
16,2585,2
16,3036,6
16,3384,1
16,3440,2
16,3561,2
16,3731,2
16,4065,2
16,4438,4
16,4711,2
16,4778,2
16,5196,1
16,5738,1
16,5983,1
16,6077,1
16,6166,2
16,6724,1
16,6780,2
16,6945,2
16,7125,2
16,7126,2
16,7353,2
16,8096,2
16,8120,1
16,8128,1
16,8233,1
16,8304,1
16,8759,1
16,8818,1
16,9165,2
16,9592,1
16,9680,2
16,10204,1
16,10416,1
16,10501,2
16,10652,1
16,10816,1
16,10859,2
16,10971,1
16,10977,2
16,11002,2
16,11337,1
17,25,10
17,68,2
17,89,9
17,90,4
17,98,1
17,124,3
17,158,12
17,182,148
17,188,2
17,256,77
17,272,8
17,273,7
17,348,15
17,440,2
17,618,6
17,640,2
17,705,2
17,776,2
17,796,10
17,812,10
17,1001,5
17,1049,4
17,1061,13
17,1068,13
17,1190,10
17,1285,6
17,1296,6
17,1326,1
17,1360,2
17,1422,8
17,1512,6
17,1535,12
17,1596,4
17,1686,8
17,1722,5
17,1835,6
17,1864,10
17,2019,8
17,2020,8
17,2339,2
17,2526,4
17,2605,6
17,2648,6
17,2882,1
17,2966,1
17,3099,6
17,3107,1
17,3261,2
17,3466,3
17,3494,4
17,3724,2
17,3743,2
17,3762,2
17,3817,4
17,3926,2
17,4061,2
17,4150,3
17,4151,2
17,4268,2
17,4606,4
17,5764,2
17,5776,2
17,6320,1
17,7398,2
17,8673,1
17,9938,2
17,10575,2
17,10797,1
17,10822,2
17,10948,2
18,292,4
18,332,4
18,546,4
19,20,145
19,30,2
19,32,63
19,117,63
19,206,6
19,496,7
19,544,3
19,2072,4
19,2715,2
19,2814,3
19,3599,2
19,5342,1
19,5816,1
19,6015,1
19,6882,1
19,7401,1
19,7785,1
19,9892,1
20,30,1
20,32,62
20,117,2
20,206,6
20,496,7
20,544,4
20,920,1
20,2072,4
20,2814,3
20,2857,3
20,3599,2
20,5816,1
20,6015,1
20,6818,2
20,6882,1
20,7401,1
20,8900,1
22,58,15
22,1780,4
22,2200,4
22,2210,6
22,2904,6
22,3030,3
22,3553,2
22,3984,2
22,3996,2
22,5145,2
22,7767,1
22,9146,1
22,9983,2
22,11224,2
23,50,3
23,694,2
23,1013,5
23,1020,12
23,1144,4
23,1170,12
23,1203,12
23,1539,2
23,1692,6
23,1775,4
23,1809,4
23,1843,5
23,2111,3
23,2792,3
23,2948,2
23,3299,2
23,3948,2
23,4079,2
23,4246,2
23,4860,2
23,4872,1
23,4933,2
23,5500,2
23,6001,1
23,6292,1
23,6372,1
23,6386,2
23,7095,2
23,7997,2
23,8218,1
23,9929,2
23,9992,1
23,10025,2
23,10309,1
23,10513,2
23,11166,2
24,57,4
24,59,2
24,73,20
24,108,6
24,124,29
24,158,2
24,194,8
24,207,2
24,210,17
24,231,1
24,378,2
24,429,24
24,440,3
24,446,24
24,518,6
24,533,17
24,542,22
24,555,1
24,570,26
24,603,9
24,626,29
24,647,4
24,687,9
24,833,8
24,913,6
24,979,11
24,994,9
24,1139,10
24,1163,2
24,1290,2
24,1302,8
24,1311,6
24,1447,1
24,1513,6
24,1649,2
24,1826,7
24,1853,5
24,1875,5
24,2025,1
24,2040,4
24,2059,8
24,2063,7
24,2262,1
24,2299,3
24,2357,1
24,2385,2
24,2395,3
24,2463,2
24,2475,3
24,2476,1
24,2522,3
24,2587,4
24,2689,3
24,2701,3
24,2717,2
24,2794,3
24,3018,1
24,3034,6
24,3166,2
24,3346,4
24,3537,4
24,3546,4
24,3549,3
24,4063,4
24,4313,2
24,4786,2
24,4798,3
24,4810,2
24,5096,1
24,5142,1
24,5265,2
24,5443,2
24,5482,2
24,5595,2
24,5662,1
24,5888,2
24,5896,2
24,6048,1
24,6059,2
24,6497,2
24,6530,1
24,6739,1
24,6748,1
24,6797,2
24,6828,2
24,6856,2
24,6967,1
24,7408,2
24,7682,2
24,7687,2
24,7703,2
24,7712,2
24,7772,1
24,7820,2
24,8194,1
24,8587,1
24,8815,2
24,9059,1
24,9353,1
24,9431,1
24,9451,1
24,9613,1
24,9699,1
24,9700,1
24,9708,2
24,9810,1
24,9872,1
24,10004,2
24,10325,1
24,10568,2
24,10601,1
24,10947,2
24,11324,1
25,51,18
25,53,9
25,68,2
25,89,3
25,93,1
25,206,1
25,256,11
25,261,4
25,263,1
25,348,4
25,370,2
25,445,31
25,475,9
25,513,3
25,589,4
25,658,16
25,681,16
25,745,6
25,750,15
25,812,13
25,907,11
25,971,9
25,1049,4
25,1095,3
25,1207,8
25,1479,6
25,1485,6
25,1511,1
25,1596,4
25,1850,8
25,2088,4
25,2112,4
25,2157,3
25,2175,4
25,2318,4
25,2326,1
25,2348,3
25,2421,3
25,2518,1
25,2832,3
25,2864,3
25,2895,3
25,3132,5
25,3319,2
25,3542,2
25,3743,1
25,3762,1
25,4216,3
25,4527,1
25,4701,2
25,4790,2
25,4805,2
25,4806,2
25,4883,2
25,4950,2
25,5296,1
25,5705,1
25,6239,1
25,7371,1
25,7832,1
25,8447,1
25,8478,1
25,8557,1
25,8570,1
25,8636,1
25,8673,1
25,8690,1
25,8839,1
25,10414,1
25,10537,1
25,10797,1
26,128,5
26,240,2
26,243,2
26,297,10
26,432,8
26,539,10
26,757,12
26,1318,1
26,1718,1
26,2150,2
26,2399,4
26,2400,2
26,3412,2
26,4307,4
26,4468,4
26,4962,4
27,34,1
27,46,1
27,48,4
27,77,1
27,107,1
27,120,1
27,230,20
27,306,1
27,410,2
27,459,20
27,577,1
27,733,2
27,936,6
27,1319,4
27,1354,8
27,1425,2
27,1482,8
27,1502,9
27,1709,5
27,1861,10
27,2134,4
27,2204,2
27,2373,3
27,2434,3
27,2487,3
27,2490,4
27,2619,3
27,2722,2
27,2739,4
27,2910,3
27,2934,3
27,3075,3
27,3145,6
27,3245,2
27,3337,2
27,3374,2
27,3540,4
27,4054,2
27,4428,2
27,4668,4
27,5192,1
27,6045,1
27,6171,1
27,6523,1
27,7159,1
27,7179,1
27,7525,1
27,7664,2
27,7760,2
27,7838,1
27,8352,2
27,8883,1
27,9052,1
27,9253,2
27,9323,2
27,9482,2
27,9889,1
27,10053,2
27,10143,1
27,10160,1
27,10198,1
27,10334,1
27,10363,1
27,10532,1
27,10738,1
29,50,5
29,118,3
29,119,1
29,127,3
29,132,4
29,186,2
29,196,2
29,247,26
29,248,30
29,250,14
29,295,10
29,336,1
29,337,6
29,346,7
29,410,1
29,517,10
29,709,10
29,719,4
29,752,4
29,782,12
29,863,3
29,891,12
29,903,4
29,1106,4
29,1123,1
29,1239,1
29,1458,4
29,1622,4
29,2078,1
29,2471,4
29,2973,2
29,3257,4
29,3800,4
29,3842,4
29,3966,2
29,4357,4
29,4573,1
29,4977,2
29,5730,1
29,7103,1
29,8288,1
29,8646,1
29,8736,1
29,8986,1
29,9498,2
29,9812,2
29,10930,2
29,11153,1
30,31,32
30,42,48
30,70,40
30,99,140
30,117,6
30,170,62
30,920,4
30,1547,9
30,2715,5
30,5129,2
30,5200,1
30,5341,2
30,5784,2
30,7911,2
31,42,59
31,70,39
31,99,42
33,41,20
33,47,1
33,53,2
33,224,1
33,311,8
33,339,3
33,532,9
33,978,3
33,1117,6
33,1365,13
33,1564,12
33,1579,8
33,1646,7
33,1948,4
33,1999,5
33,2147,1
33,2977,3
33,3332,4
33,3609,2
33,3612,2
33,3707,2
33,3726,2
33,3828,2
33,3870,2
33,4382,4
33,4871,4
33,5043,1
33,5310,2
33,5396,1
33,5469,1
33,5908,1
33,6079,2
33,6197,1
33,6563,1
33,7510,1
33,7777,2
33,8329,1
33,8484,1
33,8884,1
33,9567,2
33,9819,2
33,9907,2
33,10083,1
33,10193,2
33,10809,2
33,10810,2
34,46,1
34,56,2
34,110,14
34,120,1
34,131,3
34,168,2
34,306,13
34,436,4
34,507,11
34,537,5
34,577,15
34,633,2
34,649,18
34,720,2
34,746,20
34,857,13
34,880,12
34,970,14
34,1007,3
34,1041,7
34,1158,10
34,1280,7
34,1308,9
34,1431,13
34,1441,2
34,1666,5
34,1676,5
34,1731,8
34,1789,5
34,1918,4
34,2127,8
34,2295,3
34,2315,7
34,2321,8
34,2366,2
34,2416,3
34,2693,2
34,2912,5
34,3401,2
34,3405,4
34,3658,2
34,3698,2
34,3873,3
34,3907,4
34,3994,2
34,4051,2
34,4108,4
34,4304,4
34,4667,4
34,4681,2
34,4814,4
34,4817,2
34,4861,4
34,5020,2
34,5048,1
34,5266,1
34,5340,1
34,5423,2
34,5479,2
34,5568,2
34,5586,1
34,5691,2
34,5820,2
34,5944,1
34,6069,1
34,6083,2
34,6099,2
34,6360,1
34,6368,2
34,6442,1
34,6513,1
34,6608,1
34,6823,1
34,6852,2
34,6904,2
34,7041,1
34,7237,1
34,7693,1
34,8001,1
34,8378,2
34,8421,2
34,8451,1
34,8649,1
34,8665,1
34,8687,1
34,8859,1
34,8923,1
34,8966,2
34,9015,2
34,9272,2
34,9554,2
34,9897,2
34,10327,1
34,10465,1
34,10495,1
34,10684,2
34,10685,2
34,10821,1
34,10872,2
34,10967,1
36,64,40
36,234,34
36,288,8
36,566,2
36,808,2
36,1220,2
36,1262,16
36,1784,10
36,2625,6
36,2692,2
36,2991,6
36,3392,4
36,4403,2
36,4510,4
36,4520,4
36,4619,2
36,4967,4
36,5434,2
36,5839,2
36,6453,2
36,6843,2
36,7452,2
36,8155,2
36,8512,2
36,9014,2
36,9566,2
36,9779,2
36,10467,2
36,10593,2
36,11149,2
36,11231,2
37,43,5
37,64,1
37,112,1
37,175,1
37,215,4
37,288,1
37,317,6
37,788,24
37,918,19
37,1129,13
37,1215,6
37,1333,4
37,1610,1
37,1854,4
37,1968,1
37,2293,4
37,2365,6
37,3182,6
37,3384,1
37,3689,2
37,3748,2
37,5280,2
37,5835,1
37,5846,1
37,6435,1
37,6665,2
37,6929,1
37,6939,2
37,7574,1
37,8243,1
37,8333,2
37,10151,1
37,10266,1
37,10267,1
37,10500,1
39,233,2
39,580,2
39,1497,2
39,4257,2
40,81,18
40,146,2
40,176,1
40,660,3
40,680,19
40,725,21
40,815,5
40,840,18
40,1478,5
40,1631,2
40,1956,2
40,1990,4
40,2098,6
40,2121,2
40,2125,3
40,2371,4
40,2414,4
40,2583,4
40,2670,3
40,2803,2
40,2824,2
40,2835,4
40,2900,3
40,2916,2
40,2962,2
40,2963,6
40,2976,4
40,2979,6
40,3027,4
40,3090,3
40,3107,1
40,3157,3
40,3403,1
40,3435,2
40,3654,4
40,4240,2
40,4501,2
40,4763,2
40,5225,2
40,5512,2
40,5803,1
40,6457,2
40,6912,2
40,7462,1
40,8293,1
40,8401,1
40,8785,1
40,8973,2
40,9255,1
40,9334,1
40,9574,2
40,10295,1
40,10609,2
40,11140,1
41,47,2
41,75,2
41,112,17
41,136,54
41,201,3
41,223,2
41,224,1
41,228,24
41,320,12
41,532,1
41,541,38
41,562,15
41,598,18
41,644,2
41,729,21
41,932,14
41,978,11
41,1021,13
41,1100,2
41,1113,2
41,1579,1
41,1646,2
41,1743,10
41,1939,4
41,1948,1
41,2011,8
41,2132,8
41,2142,8
41,2147,4
41,2419,6
41,2481,4
41,2742,6
41,2868,6
41,2965,2
41,3120,4
41,3470,2
41,3579,2
41,3609,1
41,3612,1
41,3615,4
41,3653,2
41,3726,2
41,3927,4
41,4165,4
41,4181,3
41,4579,4
41,4613,4
41,4673,4
41,5057,2
41,5154,2
41,5317,2
41,5332,2
41,5391,2
41,5403,2
41,5785,1
41,5855,1
41,5972,2
41,5978,2
41,6197,1
41,6203,1
41,7642,1
41,8329,1
41,8484,1
41,8538,1
41,9611,2
41,10070,1
41,10642,2
41,10650,1
41,10664,1
41,10746,1
41,10774,1
41,10856,2
41,11058,1
41,11060,2
41,11102,1
41,11203,1
42,70,83
42,99,63
43,495,3
43,888,1
43,1725,3
43,3861,2
43,4147,1
43,5065,1
43,5152,2
43,6409,1
43,6410,2
43,7715,1
43,9137,1
43,10003,1
44,205,1
44,268,1
44,396,23
44,461,2
44,648,4
44,744,14
44,898,13
44,926,3
44,993,10
44,1077,10
44,1134,10
44,1395,5
44,1592,1
44,2089,5
44,2103,1
44,2212,1
44,2254,7
44,2494,6
44,2821,1
44,2960,3
44,2987,2
44,3939,2
44,4075,4
44,4370,2
44,4531,2
44,4615,2
44,4616,1
44,4634,4
44,4796,2
44,4821,2
44,4948,2
44,5019,1
44,5366,1
44,5612,1
44,5840,1
44,6184,1
44,7544,1
44,7856,1
44,8015,2
44,8157,2
44,8336,2
44,8344,2
44,8662,1
44,8963,1
44,9429,1
44,9626,2
44,10043,2
44,10333,1
44,10379,1
44,11244,2
45,217,8
45,901,4
45,8372,1
46,48,10
46,49,2
46,56,1
46,83,10
46,96,2
46,131,22
46,171,2
46,212,6
46,421,4
46,476,1
46,529,1
46,576,29
46,643,2
46,651,6
46,672,20
46,762,6
46,967,16
46,1006,1
46,1084,7
46,1375,2
46,1998,4
46,2131,8
46,2241,1
46,2505,6
46,2887,2
46,2934,1
46,3097,3
46,3152,3
46,3318,4
46,3324,2
46,3602,4
46,3630,2
46,3719,4
46,3876,4
46,4073,4
46,4103,2
46,4104,4
46,4114,4
46,4185,2
46,4422,1
46,4505,2
46,4898,1
46,5461,2
46,5586,1
46,5703,1
46,5718,2
46,5726,1
46,5832,2
46,5977,1
46,6278,1
46,6447,1
46,6449,2
46,6648,2
46,7061,1
46,7277,2
46,7372,1
46,7730,2
46,7745,2
46,7755,1
46,7833,2
46,8001,1
46,8022,2
46,8176,1
46,8268,1
46,8451,1
46,8649,1
46,8859,1
46,8965,2
46,9034,1
46,9252,1
46,9523,2
46,9841,1
46,10067,2
46,10125,2
46,10284,1
46,10285,2
46,10356,1
46,10455,2
46,10716,1
46,11048,2
46,11184,1
47,53,1
47,54,3
47,92,1
47,117,4
47,136,4
47,137,2
47,239,52
47,454,1
47,553,6
47,612,8
47,640,11
47,690,16
47,835,3
47,932,2
47,1082,9
47,1131,1
47,1182,14
47,1737,3
47,1741,5
47,2195,2
47,2615,1
47,2809,6
47,3016,1
47,3246,2
47,3393,2
47,3611,2
47,4169,2
47,4275,2
47,4297,1
47,4419,2
47,4459,2
47,4478,2
47,4562,2
47,4718,2
47,4800,3
47,5394,2
47,6014,1
47,7201,2
47,7756,1
47,7942,2
47,8136,1
47,8297,1
47,8833,1
47,8931,1
47,9443,1
47,10028,1
47,10475,1
47,10484,1
47,10643,2
48,96,7
48,131,4
48,187,2
48,271,4
48,375,2
48,433,46
48,477,1
48,494,5
48,529,3
48,672,1
48,713,2
48,992,2
48,2469,2
48,2910,2
48,3205,2
48,3282,2
48,3563,2
48,3652,2
48,3810,2
48,4082,2
48,4254,2
48,4302,2
48,4409,2
48,4686,2
48,4913,4
48,5008,1
48,5175,2
48,5449,1
48,5524,2
48,5685,1
48,5768,1
48,5834,2
48,5935,2
48,5988,2
48,6473,1
48,7198,1
48,7282,1
48,7377,2
48,7827,1
48,7907,2
48,8083,1
48,8276,2
48,8527,2
48,8639,1
48,8767,2
48,8794,1
48,8965,2
48,9141,2
48,9249,2
48,9609,2
48,9841,1
48,9879,1
48,9950,2
48,9959,1
48,10135,1
48,10284,1
48,10403,1
48,10662,1
48,10714,1
48,10715,1
48,10716,1
48,10867,1
48,10938,1
48,11073,1
49,56,4
49,62,2
49,96,2
49,171,9
49,360,2
49,421,2
49,476,2
49,1141,2
49,1197,8
49,1232,2
49,1238,8
49,1254,2
49,1452,2
49,1488,2
49,1555,6
49,1694,4
49,1740,2
49,2289,2
49,2456,2
49,2485,2
49,2577,3
49,2713,6
49,3159,1
49,3890,4
49,5416,2
49,5966,2
49,6611,2
49,6979,2
49,7048,2
49,8351,2
49,9085,2
49,10704,2
49,10839,2
50,132,2
50,150,2
50,190,2
50,257,2
50,517,2
50,613,10
50,758,2
50,1437,1
50,2209,2
50,2330,4
50,3081,2
50,4079,2
50,4500,4
50,4598,2
50,5795,2
50,6913,1
50,7241,2
50,8031,2
50,8425,2
50,8744,2
50,9575,2
51,89,16
51,90,4
51,165,2
51,256,6
51,370,4
51,516,20
51,535,1
51,589,28
51,620,8
51,658,14
51,783,12
51,1061,4
51,1972,2
51,2721,6
51,2828,2
51,2853,2
51,3200,4
51,4216,3
51,4405,2
51,4626,4
51,4751,2
51,6448,2
51,9338,2
51,11054,2
52,235,39
52,257,74
52,300,37
52,324,1
52,457,3
52,655,1
52,962,8
52,1295,9
52,1350,1
52,1413,1
52,1518,9
52,1549,6
52,1573,12
52,1711,2
52,1766,2
52,1807,6
52,3226,2
52,3241,3
52,3251,2
52,3406,4
52,3904,2
52,4024,3
52,4145,1
52,5151,1
52,5178,1
52,5318,1
52,5383,2
52,5452,2
52,5485,1
52,5598,1
52,6221,2
52,6557,2
52,6634,2
52,6832,2
52,7420,1
52,8273,2
52,8332,2
52,8379,2
52,9354,1
52,9405,1
52,9412,1
52,9528,1
52,9750,2
52,9769,1
52,9823,1
52,10548,2
52,10727,2
52,10994,2
52,10999,2
52,11130,2
52,11131,2
53,54,1
53,73,18
53,92,2
53,98,5
53,103,1
53,138,29
53,172,2
53,188,4
53,207,16
53,239,1
53,256,2
53,261,5
53,262,2
53,288,1
53,344,1
53,348,4
53,376,5
53,380,33
53,423,2
53,439,1
53,440,4
53,533,4
53,585,1
53,597,6
53,666,3
53,702,12
53,731,6
53,745,24
53,747,29
53,812,8
53,921,2
53,1028,8
53,1218,1
53,1266,2
53,1334,2
53,1457,1
53,1581,6
53,1741,1
53,1782,5
53,2061,4
53,2088,4
53,2461,6
53,2615,1
53,2955,6
53,3132,5
53,3253,3
53,3319,2
53,4283,4
53,4456,4
53,4469,4
53,4774,1
53,4883,1
53,6220,1
53,6487,1
53,7890,2
53,8105,1
53,9382,1
53,9711,2
53,9891,1
53,9960,1
53,9996,2
53,10301,1
53,10372,1
53,10414,1
53,10809,2
53,10964,2
54,75,4
54,239,3
54,320,10
54,371,47
54,427,8
54,677,4
54,830,24
54,899,6
54,909,20
54,924,2
54,1419,4
54,1440,1
54,1560,8
54,1741,2
54,1974,6
54,2349,4
54,2392,3
54,2513,3
54,2615,3
54,3110,3
54,3204,2
54,3418,2
54,3545,2
54,3622,2
54,3782,2
54,3932,2
54,4294,4
54,4320,3
54,4408,3
54,4540,2
54,4620,4
54,4797,2
54,5292,1
54,5324,1
54,5429,1
54,5478,1
54,5566,1
54,5650,2
54,5687,2
54,5707,1
54,5782,2
54,6011,2
54,6189,1
54,6527,2
54,6862,2
54,6940,2
54,6980,1
54,7437,1
54,7605,2
54,7637,1
54,7701,2
54,7895,1
54,7939,1
54,7941,1
54,7981,2
54,8723,1
54,8961,1
54,9142,1
54,9184,1
54,9584,1
54,9720,1
54,9730,1
54,10023,2
54,10217,1
55,176,3
55,515,2
55,847,2
55,960,15
55,1003,15
55,1089,13
55,1245,12
55,1608,7
55,1976,1
55,2034,1
55,2054,2
55,2105,6
55,2386,4
55,2666,4
55,2762,4
55,3133,6
55,3260,2
55,3316,4
55,3556,1
55,3695,1
55,3809,2
55,3835,2
55,3991,4
55,4062,3
55,4315,4
55,5298,2
55,5356,2
55,5377,1
55,5406,2
55,6022,2
55,6631,2
55,7082,2
55,7379,1
55,7433,2
55,7707,2
55,7718,2
55,7733,1
55,8431,2
55,9297,2
55,9674,2
55,10142,2
55,10319,2
55,10720,2
55,11171,1
56,110,1
56,227,1
56,306,1
56,476,15
56,537,1
56,649,1
56,1006,10
56,1041,2
56,1155,13
56,1198,1
56,1567,1
56,2818,6
56,2997,3
56,3209,2
56,3585,1
56,3661,4
56,3897,1
56,4047,1
56,4057,2
56,4082,1
56,4637,4
56,5160,1
56,5726,1
56,5996,2
56,6187,2
56,6263,2
56,6620,1
56,6652,1
56,6653,2
56,6699,1
56,7171,1
56,7252,2
56,7335,2
56,7372,1
56,7463,2
56,8132,2
56,8363,1
56,8841,1
56,9603,1
56,10041,2
56,10218,2
56,10645,2
56,10646,2
56,10655,2
56,10704,2
57,73,6
57,138,2
57,143,7
57,172,2
57,192,10
57,195,2
57,254,2
57,342,13
57,555,2
57,675,2
57,881,7
57,1290,13
57,1304,11
57,1360,1
57,2563,6
57,2668,3
57,2938,2
57,2947,3
57,2987,1
57,3044,4
57,3137,6
57,3331,2
57,3530,2
57,3584,2
57,3667,1
57,3725,2
57,4687,2
57,5357,1
57,5841,1
57,5844,1
57,6060,2
57,6249,1
57,7337,1
57,7489,2
57,7903,1
57,7925,2
57,8505,2
57,8506,1
57,8669,1
57,8678,2
57,9116,1
57,9369,1
57,9633,1
57,9697,1
57,10094,1
57,10658,1
57,10778,2
57,11185,1
58,95,3
58,134,6
58,157,36
58,572,18
58,621,16
58,779,4
58,801,12
58,925,15
58,1558,8
58,1572,11
58,2200,2
58,2296,8
58,2311,2
58,2375,2
58,2474,4
58,2571,4
58,2781,2
58,2897,4
58,3591,2
58,3825,4
58,3945,2
58,4226,2
58,4261,2
58,4956,2
58,5740,1
58,5976,1
58,6685,2
58,6729,1
58,6883,1
58,7110,2
58,7705,2
58,7767,1
58,7916,1
58,8011,2
58,8359,2
58,8373,1
58,8546,1
58,8641,1
58,8809,2
58,9036,1
58,9056,1
58,9146,1
58,9186,2
58,9455,1
58,10638,2
58,10757,1
59,73,1
59,108,7
59,124,1
59,542,1
60,122,2
60,130,6
60,232,6
60,240,31
60,279,1
60,297,4
60,319,42
60,721,6
60,752,11
60,802,6
60,803,3
60,926,10
60,1147,15
60,1154,1
60,1249,1
60,1303,2
60,1314,3
60,1416,11
60,1439,5
60,1473,12
60,1487,4
60,1522,3
60,1578,1
60,1592,2
60,1606,2
60,1664,4
60,1770,6
60,1788,9
60,1845,8
60,1975,6
60,3280,2
60,3529,2
60,3607,2
60,3738,4
60,3979,1
60,4084,2
60,4096,1
60,4124,4
60,4197,4
60,4363,4
60,4652,1
60,4779,2
60,4868,2
60,4936,2
60,5036,1
60,5193,1
60,5212,1
60,5330,2
60,6430,2
60,6460,1
60,6982,2
60,7089,2
60,7265,2
60,7417,1
60,7564,1
60,7662,1
60,7665,1
60,7679,2
60,7757,1
60,7794,1
60,7988,2
60,8072,2
60,8457,1
60,8544,1
60,8677,1
60,8741,1
60,8988,1
60,9001,2
60,9324,1
60,9495,2
60,9549,1
60,9599,2
60,9629,1
60,9703,2
60,10115,1
60,10386,1
60,10480,1
60,10698,1
60,10926,2
60,11057,1
60,11181,2
60,11293,1
61,85,37
61,116,6
61,252,29
61,591,20
61,646,22
61,717,8
61,787,11
61,1050,1
61,1199,6
